Algoritmo,100,1000,5000,10000,50000
QuickSort,0.0000000000,0.0000000000,0.0000000000,0.0006666667,0.0082333333
BubbleSort,0.0003333333,0.0023666667,0.0207333333,0.0804000000,3.0108666667
SelectionSort,0.0000000000,0.0009666667,0.0116333333,0.0416333333,0.9723000000
InsectionSort,0.0003333333,0.0006666667,0.0069666667,0.0271333333,0.5869000000
MergeSort,0.0000000000,0.0033333333,0.0176666667,0.0445666667,1.0916333333
